,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,NoOfContacts,PrevAttempts,Outcome,CarInsurance,Duration,age_group,duration_status,Month,Job_None,Job_admin.,Job_blue-collar,Job_entrepreneur,Job_housemaid,Job_management,Job_retired,Job_self-employed,Job_services,Job_student,Job_technician,Job_unemployed
1267,1,1.0,0,1,0,0,1,1,0,0,1,381.0,4.0,1,11,0,0,0,0,0,0,1,0,0,0,0,0
1268,0,1.0,0,0,0,1,1,3,0,0,0,117.0,1.0,0,7,0,0,0,1,0,0,0,0,0,0,0,0
1269,1,1.0,0,0,1,0,1,1,0,0,0,455.0,0.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
1270,1,3.0,0,1,0,0,1,1,0,0,0,278.0,2.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
1272,1,1.0,0,0,0,1,1,1,0,0,1,676.0,1.0,1,7,0,0,0,0,0,0,0,0,1,0,0,0
1273,1,3.0,0,2,0,0,1,2,0,0,1,1258.0,1.0,1,8,0,0,0,0,0,1,0,0,0,0,0,0
1274,1,2.0,0,0,0,1,1,1,0,0,1,867.0,3.0,1,6,0,0,0,0,1,0,0,0,0,0,0,0
1275,1,1.0,0,0,1,0,0,1,1,2,0,47.0,1.0,0,11,0,0,1,0,0,0,0,0,0,0,0,0
1276,1,3.0,0,0,0,0,1,1,0,0,1,513.0,2.0,1,8,0,0,0,0,0,1,0,0,0,0,0,0
1277,1,3.0,0,0,0,0,1,1,0,0,1,252.0,3.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
1278,0,3.0,0,0,1,0,1,6,0,0,0,203.0,1.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
1279,1,1.0,0,0,1,0,1,2,0,0,1,1263.0,2.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
1281,1,3.0,0,1,0,0,0,7,0,0,1,475.0,4.0,1,5,0,0,0,0,0,1,0,0,0,0,0,0
1282,1,1.0,0,0,1,0,1,1,0,0,0,76.0,2.0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
1283,0,3.0,0,0,0,0,1,1,0,0,1,225.0,2.0,0,8,0,0,0,0,0,0,0,0,0,0,0,1
1284,1,3.0,0,0,0,0,1,1,2,0,1,209.0,3.0,0,11,0,0,0,0,0,1,0,0,0,0,0,0
1285,0,1.0,0,0,0,0,1,1,0,0,1,192.0,0.0,0,6,0,0,0,0,0,0,0,0,1,0,0,0
1286,1,3.0,0,2,0,0,1,6,0,0,0,56.0,3.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
1287,1,1.0,0,0,0,0,1,2,0,0,0,644.0,2.0,1,7,0,0,0,0,0,0,0,0,1,0,0,0
1288,1,1.0,0,0,1,0,1,2,0,0,1,1574.0,0.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
1290,0,1.0,0,0,0,0,1,1,0,0,1,771.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1291,1,3.0,0,0,1,0,1,2,0,0,0,130.0,2.0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
1293,0,2.0,0,1,0,0,1,1,2,0,0,115.0,0.0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
1295,0,1.0,0,0,1,0,1,2,0,0,1,575.0,1.0,1,4,0,0,0,0,0,1,0,0,0,0,0,0
1296,1,3.0,0,1,0,0,1,2,0,0,1,194.0,2.0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
1297,0,1.0,0,0,1,0,1,1,0,0,0,98.0,0.0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
1298,1,2.0,0,0,1,0,1,2,0,0,0,629.0,2.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
1299,1,1.0,0,0,0,0,1,1,3,0,0,332.0,1.0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
1300,1,1.0,0,1,0,0,1,1,0,0,1,185.0,4.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
1301,0,1.0,0,3,1,0,1,11,1,0,0,7.0,1.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
1302,1,3.0,0,0,0,0,1,2,3,1,1,700.0,2.0,1,3,0,0,0,0,0,1,0,0,0,0,0,0
1303,1,1.0,0,0,0,0,1,1,3,2,1,357.0,0.0,1,12,0,1,0,0,0,0,0,0,0,0,0,0
1305,1,1.0,0,0,1,0,1,2,0,0,0,390.0,1.0,1,5,0,1,0,0,0,0,0,0,0,0,0,0
1306,1,3.0,0,1,0,0,1,1,0,0,0,67.0,1.0,0,11,0,0,0,0,0,1,0,0,0,0,0,0
1307,1,1.0,0,0,0,1,1,2,0,0,0,85.0,2.0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
1308,0,3.0,0,2,0,0,1,3,0,0,0,1662.0,2.0,1,11,0,0,0,0,0,1,0,0,0,0,0,0
1309,1,1.0,0,0,0,1,1,17,0,0,0,19.0,3.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
1311,0,3.0,0,0,0,0,1,1,0,0,0,106.0,0.0,0,11,0,0,0,0,0,0,0,0,1,0,0,0
1312,1,1.0,0,0,0,0,1,2,0,0,0,106.0,1.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
1313,2,3.0,0,1,0,0,1,3,8,2,1,199.0,1.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
1316,0,3.0,0,0,1,0,1,1,0,0,0,430.0,1.0,1,4,0,0,0,0,0,1,0,0,0,0,0,0
1317,1,2.0,0,3,0,0,1,6,0,0,1,2372.0,3.0,1,8,0,0,1,0,0,0,0,0,0,0,0,0
1318,0,1.0,0,0,0,0,1,1,0,0,0,11.0,0.0,0,9,0,0,0,0,0,0,0,0,1,0,0,0
1319,1,1.0,0,0,1,0,1,2,0,0,0,306.0,1.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
1320,1,3.0,0,0,0,0,1,1,0,0,0,146.0,3.0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
1322,0,3.0,0,2,0,0,1,2,0,0,0,757.0,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1323,0,3.0,0,0,0,0,1,3,0,0,1,836.0,1.0,1,8,0,0,0,0,0,0,0,1,0,0,0,0
1324,0,3.0,0,0,1,0,1,1,1,1,1,307.0,1.0,0,10,0,0,0,0,0,0,0,1,0,0,0,0
1325,0,1.0,0,0,0,1,1,5,2,2,0,133.0,0.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
1326,1,1.0,0,0,1,0,1,3,0,0,0,1330.0,0.0,1,6,0,0,1,0,0,0,0,0,0,0,0,0
1327,1,1.0,0,1,1,1,1,1,0,0,0,224.0,1.0,0,4,0,0,0,0,0,0,0,0,1,0,0,0
1328,2,1.0,0,0,1,0,1,3,0,0,0,36.0,2.0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
1329,0,3.0,0,0,0,0,1,2,0,0,1,191.0,0.0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
1330,1,3.0,0,0,0,0,1,2,2,1,1,293.0,3.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
1331,1,2.0,0,1,0,0,1,4,0,0,0,102.0,3.0,0,8,0,0,0,0,1,0,0,0,0,0,0,0
1332,1,3.0,0,0,1,0,1,2,0,0,0,1581.0,1.0,1,5,0,0,0,0,0,0,0,0,0,0,1,0
1333,1,1.0,0,0,1,0,1,3,4,2,0,137.0,2.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
1335,1,1.0,0,0,1,0,1,1,0,0,1,252.0,1.0,0,10,0,0,0,0,0,0,0,0,0,0,1,0
1336,0,3.0,0,1,0,0,0,7,0,0,1,1009.0,1.0,1,7,0,0,0,0,0,0,0,1,0,0,0,0
1337,1,2.0,0,0,0,0,1,3,0,0,0,448.0,3.0,1,8,0,0,0,0,0,0,1,0,0,0,0,0
1338,0,1.0,0,1,0,0,1,3,1,0,0,134.0,1.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
1339,1,2.0,0,1,1,0,1,2,1,0,0,185.0,1.0,0,11,0,0,1,0,0,0,0,0,0,0,0,0
1341,1,1.0,0,0,0,0,1,2,0,0,1,2775.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,1,0
1343,1,1.0,0,0,1,0,1,4,0,0,1,629.0,1.0,1,5,0,0,0,0,0,0,0,0,1,0,0,0
1344,0,1.0,0,0,1,0,1,1,0,0,1,563.0,0.0,1,6,0,0,0,0,0,0,0,0,1,0,0,0
1346,1,1.0,0,2,0,0,0,1,2,1,1,1616.0,4.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1347,1,2.0,0,1,1,0,1,3,0,0,1,1230.0,1.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
1349,0,3.0,0,0,0,0,0,2,1,1,1,214.0,0.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1351,1,1.0,0,1,0,0,1,1,5,0,1,447.0,1.0,1,10,0,0,0,0,0,0,0,0,0,0,1,0
1352,0,1.0,0,0,1,0,1,4,1,0,0,72.0,1.0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
1353,1,3.0,0,1,0,0,0,5,0,0,1,331.0,2.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
1354,1,2.0,0,1,0,0,1,2,0,0,1,301.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1355,0,3.0,0,0,0,1,1,2,0,0,1,210.0,0.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
1356,1,2.0,0,0,1,0,1,1,2,2,0,5.0,0.0,0,8,0,0,1,0,0,0,0,0,0,0,0,0
1357,1,3.0,0,1,1,0,1,1,5,0,1,783.0,1.0,1,2,0,0,0,0,0,0,0,0,0,0,1,0
1358,1,1.0,0,3,0,0,1,1,0,0,1,272.0,2.0,0,7,0,1,0,0,0,0,0,0,0,0,0,0
1359,2,1.0,0,2,0,0,1,1,0,0,1,618.0,2.0,1,4,0,0,0,0,0,0,0,0,0,0,1,0
1360,1,3.0,0,0,0,0,1,3,1,1,1,192.0,4.0,0,10,0,0,0,0,0,1,0,0,0,0,0,0
1361,0,1.0,1,0,1,1,1,1,0,0,1,599.0,2.0,1,7,0,0,1,0,0,0,0,0,0,0,0,0
1362,0,1.0,0,0,0,1,1,3,0,0,1,819.0,3.0,1,7,0,0,1,0,0,0,0,0,0,0,0,0
1363,2,1.0,0,1,0,0,1,2,1,2,1,262.0,2.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
1364,0,1.0,0,0,0,0,1,2,0,0,0,115.0,1.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
1365,1,1.0,0,1,0,0,1,1,0,0,1,195.0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
1366,0,3.0,0,0,0,0,1,1,4,1,1,845.0,0.0,1,9,0,0,0,0,0,1,0,0,0,0,0,0
1367,2,1.0,0,0,0,0,1,1,0,0,0,66.0,3.0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
1368,0,1.0,0,1,0,0,1,1,0,0,1,356.0,1.0,1,7,0,0,0,0,0,0,0,0,1,0,0,0
1369,0,1.0,0,0,0,0,1,2,0,0,1,252.0,0.0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
1370,0,3.0,0,0,1,0,1,2,0,0,0,316.0,1.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
1371,1,1.0,0,0,0,0,1,1,0,0,1,423.0,4.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1373,0,1.0,0,0,0,0,1,21,0,0,0,66.0,0.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
1374,1,1.0,0,1,0,0,1,2,0,0,0,115.0,3.0,0,8,0,0,1,0,0,0,0,0,0,0,0,0
1375,1,3.0,0,0,0,0,1,1,0,0,0,38.0,1.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
1377,2,3.0,0,0,0,0,1,1,1,2,1,420.0,2.0,1,3,0,0,0,0,0,1,0,0,0,0,0,0
1378,1,1.0,0,1,0,0,1,1,0,0,0,105.0,1.0,0,6,0,0,0,0,0,0,0,0,1,0,0,0
1379,1,1.0,0,0,0,0,1,3,0,0,1,380.0,3.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1380,2,1.0,0,0,0,0,1,3,0,0,0,396.0,2.0,1,8,0,0,0,0,0,0,0,0,0,0,1,0
1381,1,1.0,0,0,0,0,0,2,1,1,1,2062.0,4.0,1,12,0,0,0,0,0,0,1,0,0,0,0,0
1382,1,3.0,0,1,1,0,1,2,0,0,1,526.0,1.0,1,6,0,0,0,0,0,1,0,0,0,0,0,0
1383,1,1.0,0,0,1,0,1,2,0,0,0,194.0,1.0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
1384,1,1.0,0,0,1,1,1,1,0,0,1,831.0,1.0,1,7,0,0,1,0,0,0,0,0,0,0,0,0
1385,1,2.0,0,1,0,0,1,2,0,0,0,55.0,3.0,0,6,0,0,0,0,1,0,0,0,0,0,0,0
1386,2,1.0,0,0,0,0,1,2,0,0,0,744.0,1.0,1,11,0,1,0,0,0,0,0,0,0,0,0,0
1387,1,3.0,0,2,1,0,1,2,0,0,1,901.0,1.0,1,4,0,0,0,0,0,0,0,0,0,0,1,0
1388,1,1.0,0,0,0,0,1,3,0,0,0,309.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1390,1,3.0,0,0,1,1,1,4,0,0,0,236.0,3.0,0,7,0,0,0,1,0,0,0,0,0,0,0,0
1391,0,1.0,0,0,0,1,1,4,0,0,1,583.0,2.0,1,6,0,1,0,0,0,0,0,0,0,0,0,0
1392,2,3.0,0,1,1,0,0,5,0,0,0,276.0,2.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
1393,0,1.0,0,0,0,0,1,2,0,0,1,567.0,0.0,1,4,0,0,0,0,0,0,0,0,0,1,0,0
1394,2,3.0,0,1,1,0,1,3,0,0,0,711.0,1.0,1,8,0,0,0,0,0,1,0,0,0,0,0,0
1396,1,3.0,0,1,0,0,0,1,0,0,0,146.0,2.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
1397,1,1.0,0,0,1,0,1,1,1,0,0,122.0,2.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
1399,2,1.0,0,0,1,0,1,2,0,0,0,398.0,2.0,1,4,0,0,0,0,0,0,0,0,0,0,1,0
1400,1,3.0,0,1,0,0,1,7,0,0,0,116.0,2.0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
1401,1,2.0,0,0,0,0,0,4,0,0,0,160.0,4.0,0,9,0,0,0,0,0,0,1,0,0,0,0,0
1402,1,1.0,0,0,1,0,1,8,0,0,0,17.0,3.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1403,0,3.0,0,0,1,0,1,1,7,2,0,156.0,1.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
1405,0,1.0,0,0,0,0,1,3,0,0,0,60.0,0.0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
1406,1,3.0,0,1,0,0,1,7,0,0,0,71.0,2.0,0,8,0,0,1,0,0,0,0,0,0,0,0,0
1407,1,2.0,0,0,1,1,1,1,0,0,0,75.0,3.0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
1411,1,2.0,0,2,1,0,1,1,0,0,1,659.0,2.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
1412,0,1.0,0,0,0,0,1,1,2,2,0,202.0,1.0,0,11,0,0,0,0,0,0,0,0,0,1,0,0
1413,1,2.0,0,0,0,0,1,4,0,0,0,63.0,2.0,0,8,0,0,0,0,0,0,0,0,1,0,0,0
1414,1,3.0,0,0,0,0,1,3,0,0,0,112.0,3.0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
1415,1,2.0,0,0,1,0,1,2,0,0,0,138.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1416,1,3.0,0,0,0,1,1,2,1,2,0,135.0,1.0,0,11,0,0,0,0,0,1,0,0,0,0,0,0
1417,1,1.0,0,0,0,0,1,1,0,0,1,176.0,1.0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
1419,0,1.0,0,0,0,0,0,2,14,2,0,317.0,0.0,0,10,0,0,0,0,0,0,0,0,1,0,0,0
1421,0,3.0,0,2,0,0,0,7,0,0,1,221.0,0.0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
1422,2,1.0,0,0,1,0,1,1,0,0,1,908.0,1.0,1,6,0,1,0,0,0,0,0,0,0,0,0,0
1423,1,3.0,0,0,1,0,1,1,0,0,0,1179.0,0.0,1,8,0,0,0,0,0,1,0,0,0,0,0,0
1425,0,2.0,0,0,0,0,0,2,2,2,0,98.0,0.0,0,11,0,0,0,0,0,0,0,0,0,1,0,0
1427,1,2.0,0,0,1,0,1,2,0,0,0,771.0,2.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
1428,1,3.0,0,3,1,0,1,1,2,0,1,316.0,2.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
1429,0,3.0,0,0,0,0,1,4,0,0,0,79.0,3.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
1430,1,1.0,0,1,1,0,1,4,0,0,0,44.0,2.0,0,11,0,0,0,0,0,0,0,0,1,0,0,0
1431,2,3.0,0,1,0,0,1,5,0,0,1,514.0,1.0,1,7,0,0,0,0,0,1,0,0,0,0,0,0
1433,1,3.0,0,0,0,0,1,8,4,2,0,9.0,1.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
1435,1,1.0,0,1,0,0,1,1,0,0,0,207.0,2.0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
1437,1,1.0,0,0,1,0,1,1,0,0,0,189.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1438,0,1.0,0,0,0,0,0,1,1,0,1,232.0,0.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
1439,1,1.0,0,0,0,0,1,1,0,0,0,89.0,4.0,0,10,0,0,0,0,0,0,1,0,0,0,0,0
1440,1,3.0,0,0,0,0,1,1,0,0,0,108.0,1.0,0,10,0,1,0,0,0,0,0,0,0,0,0,0
1441,1,1.0,0,0,0,0,1,1,0,0,1,132.0,3.0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
1442,2,1.0,0,0,1,0,1,2,0,0,1,1058.0,3.0,1,7,0,0,0,0,0,0,1,0,0,0,0,0
1443,1,1.0,0,0,1,0,1,2,0,0,0,205.0,2.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
1444,0,1.0,0,0,0,0,1,2,0,0,0,246.0,0.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1445,1,3.0,0,1,1,0,1,5,0,0,0,249.0,0.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
1446,0,1.0,0,0,1,0,1,2,5,1,1,360.0,2.0,1,12,0,1,0,0,0,0,0,0,0,0,0,0
1447,1,3.0,0,0,0,0,1,1,0,0,0,178.0,2.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
1448,0,2.0,0,0,1,0,1,1,2,0,0,133.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1449,0,3.0,0,0,1,0,1,5,0,0,0,187.0,1.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
1450,1,1.0,0,0,0,1,1,1,0,0,0,347.0,0.0,0,7,0,0,1,0,0,0,0,0,0,0,0,0
1453,0,3.0,0,0,0,0,1,2,0,0,1,293.0,0.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
1454,0,3.0,0,0,0,0,1,1,0,0,0,66.0,1.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
1455,1,3.0,0,0,0,0,1,3,0,0,1,523.0,2.0,1,8,0,0,0,0,0,1,0,0,0,0,0,0
1457,2,1.0,0,0,1,0,1,2,23,2,0,127.0,2.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
1459,1,2.0,0,0,0,0,1,1,3,1,1,151.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1460,1,3.0,0,1,0,0,1,1,0,0,1,240.0,4.0,0,4,0,0,0,0,0,0,1,0,0,0,0,0
1461,1,2.0,0,3,1,0,1,2,4,1,1,968.0,2.0,1,11,0,0,0,0,0,1,0,0,0,0,0,0
1463,0,1.0,0,0,1,0,1,2,0,0,0,342.0,1.0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
1464,2,3.0,0,1,0,0,1,2,0,0,1,210.0,3.0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
1465,1,2.0,0,0,0,0,0,2,0,0,0,144.0,3.0,0,7,0,0,1,0,0,0,0,0,0,0,0,0
1466,1,2.0,0,0,0,0,1,2,2,1,1,532.0,4.0,1,9,0,0,0,0,0,0,1,0,0,0,0,0
1467,0,1.0,0,0,1,0,1,1,0,0,0,335.0,3.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
1468,1,3.0,0,0,0,0,1,1,0,0,1,640.0,2.0,1,5,0,0,0,0,0,1,0,0,0,0,0,0
1469,1,1.0,0,0,0,0,1,1,0,0,0,471.0,3.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
1470,0,1.0,0,0,1,0,1,4,1,0,0,177.0,0.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1471,1,2.0,0,0,1,1,1,4,0,0,0,118.0,2.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
1472,1,1.0,0,0,0,0,1,1,1,1,1,208.0,1.0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
1473,0,1.0,0,0,0,0,1,5,0,0,1,563.0,1.0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
1474,1,1.0,0,0,1,0,1,15,0,0,1,562.0,0.0,1,6,0,0,0,0,0,0,0,1,0,0,0,0
1475,0,1.0,0,0,1,0,1,2,0,0,1,736.0,2.0,1,6,0,0,1,0,0,0,0,0,0,0,0,0
1476,1,1.0,0,1,0,0,0,1,2,1,1,295.0,3.0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
1477,1,1.0,0,0,1,0,1,1,0,0,0,95.0,1.0,0,7,0,1,0,0,0,0,0,0,0,0,0,0
1479,1,2.0,0,0,1,0,1,6,0,0,0,157.0,2.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
1480,1,1.0,0,0,1,0,1,2,0,0,1,911.0,2.0,1,7,0,1,0,0,0,0,0,0,0,0,0,0
1481,1,1.0,0,0,1,0,1,5,0,0,0,125.0,1.0,0,6,0,0,0,0,0,0,0,0,1,0,0,0
1482,1,1.0,0,0,1,0,1,3,0,0,0,175.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1483,0,3.0,0,0,1,0,1,1,0,0,0,339.0,1.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
1484,0,1.0,0,0,1,0,1,1,0,0,0,122.0,1.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
1486,1,1.0,0,0,1,0,1,3,0,0,0,74.0,0.0,0,7,0,0,0,0,0,0,0,0,1,0,0,0
1487,1,2.0,0,0,1,1,1,2,0,0,0,103.0,3.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
1488,0,1.0,0,0,1,0,1,3,1,1,0,110.0,1.0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
1489,0,3.0,0,0,1,0,1,12,0,0,0,99.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
1491,2,2.0,0,0,0,0,1,1,0,0,1,115.0,4.0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1492,1,1.0,0,0,1,0,1,2,0,0,0,144.0,1.0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
1493,0,1.0,0,0,1,0,1,1,0,0,0,244.0,1.0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
1494,1,2.0,0,0,0,0,1,4,0,0,1,504.0,1.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
1495,0,1.0,0,0,0,0,1,2,7,1,1,251.0,1.0,0,10,0,0,0,0,0,0,0,0,0,0,1,0
1497,1,1.0,0,1,1,0,1,2,0,0,0,611.0,1.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
1498,2,1.0,0,1,0,0,1,1,0,0,0,322.0,2.0,0,6,0,0,0,1,0,0,0,0,0,0,0,0
1499,0,1.0,0,0,0,1,1,2,3,0,0,346.0,2.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
1500,1,3.0,0,0,0,1,1,1,0,0,0,157.0,2.0,0,11,0,0,0,0,0,1,0,0,0,0,0,0
1501,0,1.0,0,2,0,0,1,1,0,0,1,148.0,0.0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1502,1,2.0,0,0,1,0,1,2,3,0,0,81.0,3.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1503,0,1.0,0,0,0,0,1,2,0,0,0,112.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
1505,2,1.0,0,0,0,0,1,1,0,0,1,140.0,2.0,0,8,0,0,0,0,0,0,0,0,0,0,0,1
1506,1,2.0,0,0,0,0,0,4,0,0,0,214.0,2.0,0,8,0,0,0,0,1,0,0,0,0,0,0,0
1507,0,3.0,0,0,0,0,1,1,0,0,1,281.0,1.0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
1508,0,3.0,0,0,0,0,1,1,4,1,1,462.0,0.0,1,7,0,0,0,0,0,0,0,0,0,1,0,0
1510,0,1.0,0,0,1,0,0,1,0,0,0,52.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1511,1,1.0,0,0,1,0,1,1,0,0,1,590.0,1.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
1512,1,1.0,0,0,1,0,0,3,0,0,0,201.0,2.0,0,7,0,0,0,0,0,0,0,0,1,0,0,0
1514,2,2.0,0,0,1,0,1,5,0,0,0,1080.0,2.0,1,5,0,0,0,0,1,0,0,0,0,0,0,0
1515,0,1.0,0,0,0,0,1,1,3,1,1,205.0,0.0,0,6,0,0,0,0,0,0,0,0,1,0,0,0
1517,0,3.0,0,0,1,0,1,1,0,0,0,164.0,0.0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
1518,1,1.0,0,0,1,1,1,2,5,0,0,102.0,3.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1519,1,2.0,0,1,0,0,1,2,0,0,0,532.0,1.0,1,6,0,0,1,0,0,0,0,0,0,0,0,0
1520,1,1.0,0,0,0,0,1,1,1,1,1,417.0,2.0,1,5,0,0,0,0,0,0,0,0,0,0,1,0
1521,2,2.0,0,0,0,0,1,1,0,0,0,341.0,4.0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1523,2,1.0,0,0,1,0,1,1,1,0,0,181.0,1.0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
1524,1,3.0,0,0,0,0,1,2,0,0,1,254.0,4.0,0,8,0,0,0,0,0,0,1,0,0,0,0,0
1526,1,3.0,0,0,1,0,1,2,1,1,1,579.0,2.0,1,5,0,0,0,0,0,1,0,0,0,0,0,0
1527,2,1.0,0,3,0,0,1,2,0,0,0,222.0,1.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
1528,2,3.0,0,1,1,0,1,2,0,0,0,125.0,2.0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
1529,1,1.0,0,2,1,0,1,2,1,2,1,146.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
1530,0,3.0,0,0,1,0,1,1,0,0,1,806.0,0.0,1,5,0,0,0,0,0,0,0,0,0,0,1,0
1531,0,3.0,0,0,0,0,1,1,0,0,0,160.0,1.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
1532,1,1.0,0,0,1,0,1,2,0,0,0,20.0,2.0,0,4,0,0,0,0,0,0,0,0,1,0,0,0
